Date,USD (AM),USD (PM),GBP (AM),GBP (PM),EURO (AM),EURO (PM)
2004-07-26,391.65,390.75,213.004,212.399,322.319,321.87
2004-07-27,392.25,389.85,212.798,212.603,322.124,321.765
2004-07-28,386.2,387.3,212.642,212.954,321.485,322.052
2004-07-29,388.75,387.3,213.893,213.86,323.392,321.892
2004-07-30,389.6,391.4,214.526,214.878,323.427,323.792
2004-08-02,393.25,391.5,214.68,214.11,325.592,324.6
2004-08-03,390.6,390.95,214.615,214.537,324.958,324.117
2004-08-04,392.7,391.5,215.864,215.11,327.032,325.951
2004-08-05,391.8,390.85,214.803,214.576,324.876,324.68
2004-08-06,392.25,399.0,214.873,216.471,325.249,325.847
2004-08-09,398.6,399.0,216.278,216.824,324.99,325.289
2004-08-10,399.05,399.5,217.324,217.309,325.171,324.48
2004-08-11,396.25,393.85,216.921,215.537,324.104,322.669
2004-08-12,396.25,394.15,216.4,215.902,323.206,322.334
2004-08-13,392.75,396.75,216.129,215.918,321.926,322.037
2004-08-16,399.3,401.65,216.658,217.874,323.529,325.381
2004-08-17,401.45,401.3,218.512,219.074,325.219,325.255
2004-08-18,403.2,402.45,220.569,221.005,326.901,327.169
2004-08-19,406.3,406.5,222.386,222.192,328.509,329.097
2004-08-20,405.8,410.55,221.773,225.45,328.503,333.401
2004-08-23,409.95,410.6,225.83,225.915,334.326,335.649
2004-08-24,406.9,406.2,225.055,226.069,334.484,335.315
2004-08-25,405.5,406.0,225.553,225.744,335.013,335.482
2004-08-26,405.95,406.05,226.055,226.464,336.413,336.468
2004-08-27,406.85,405.1,226.028,225.733,336.434,337.292
2004-08-31,408.1,407.25,227.417,227.222,337.831,335.849
2004-09-01,408.0,407.65,227.323,227.394,335.388,335.211
2004-09-02,407.8,406.1,227.085,227.163,334.784,334.129
2004-09-03,405.8,401.15,226.603,225.277,333.443,332.078
2004-09-06,401.6,401.6,225.783,225.821,333.029,332.671
2004-09-07,401.8,398.1,225.54,224.56,331.956,329.444
2004-09-08,398.1,396.3,224.092,223.519,329.689,329.153
2004-09-09,399.25,398.7,223.87,223.537,327.791,327.528
2004-09-10,400.65,401.35,223.702,223.158,327.864,326.619
2004-09-13,400.75,399.3,222.911,221.87,327.223,326.092
2004-09-14,403.5,405.25,224.591,225.201,329.657,330.143
2004-09-15,404.8,404.45,225.868,227.181,330.449,331.897
2004-09-16,404.4,403.4,226.567,225.805,333.004,332.701
2004-09-17,404.6,405.7,225.492,226.269,331.639,333.114
2004-09-20,404.15,404.3,226.237,226.816,332.524,333.086
2004-09-21,405.45,408.5,226.635,227.703,331.928,333.143
2004-09-22,407.5,405.35,227.146,226.187,331.409,331.087
2004-09-23,408.05,411.5,226.82,228.383,331.532,334.01
2004-09-24,409.45,407.85,227.576,225.893,333.211,331.316
2004-09-27,409.0,409.2,226.505,226.428,333.198,333.116
2004-09-28,410.3,411.7,226.372,227.007,333.523,333.982
2004-09-29,411.55,412.95,227.413,229.264,333.942,335.214
2004-09-30,412.35,415.65,229.338,230.022,334.537,335.121
2004-10-01,418.15,418.1,232.37,232.795,337.109,337.042
2004-10-04,416.85,412.55,232.423,231.315,336.876,335.871
2004-10-05,414.25,415.4,232.307,232.848,337.09,337.34
2004-10-06,417.95,418.45,234.935,235.124,340.628,340.73
2004-10-07,417.9,418.1,234.973,234.44,340.172,339.919
2004-10-08,418.05,421.75,233.874,235.115,339.106,339.984
2004-10-11,421.75,421.7,234.814,234.708,339.984,340.355
2004-10-12,418.2,414.7,233.932,232.039,339.669,336.826
2004-10-13,412.45,411.25,230.226,230.237,334.781,335.742
2004-10-14,414.65,415.35,230.297,231.251,335.504,335.772
2004-10-15,417.8,420.4,232.447,233.167,337.18,337.048
2004-10-18,418.5,419.1,232.075,232.317,335.552,334.932
2004-10-19,416.25,419.35,231.379,232.649,333.133,335.265
2004-10-20,421.7,423.6,233.306,233.904,335.428,336.297
2004-10-21,425.5,422.5,232.641,231.304,337.083,335.211
2004-10-22,422.4,422.8,231.642,231.671,334.654,334.971
2004-10-25,429.0,429.15,232.735,233.208,335.235,335.667
2004-10-26,427.15,427.5,232.501,232.274,333.946,334.246
2004-10-27,425.85,428.25,231.818,232.77,333.817,335.015
2004-10-28,423.85,424.2,231.675,231.677,333.189,332.836
2004-10-29,426.2,425.55,232.833,232.351,334.379,334.184
2004-11-01,428.1,428.85,233.526,233.961,335.765,336.221
2004-11-02,425.1,424.2,231.978,230.757,334.645,333.884
2004-11-03,422.2,423.5,229.332,229.266,332.049,331.248
2004-11-04,426.3,430.5,230.957,233.65,332.009,334.603
2004-11-05,428.75,431.0,232.953,233.541,333.528,333.979
2004-11-08,432.95,431.9,232.794,232.83,432.95,333.9
2004-11-09,432.3,433.65,233.146,233.774,335.064,335.642
2004-11-10,435.1,433.4,234.353,234.422,336.27,335.709
2004-11-11,433.35,433.8,234.954,235.313,336.4,336.149
2004-11-12,436.9,436.05,236.559,235.83,338.053,337.709
2004-11-15,439.5,437.6,236.953,236.209,339.173,337.654
2004-11-16,437.95,439.4,236.308,237.283,337.352,339.043
2004-11-17,444.5,443.45,238.914,238.696,340.874,340.435
2004-11-18,444.3,442.0,239.321,238.79,340.59,339.791
2004-11-19,443.7,445.6,239.088,240.022,341.386,341.718
2004-11-22,447.0,447.8,241.022,241.298,342.976,343.221
2004-11-23,447.0,448.15,239.858,239.588,343.002,342.491
2004-11-24,448.65,448.6,239.165,238.744,341.308,340.726
2004-11-25,451.7,451.15,239.476,238.944,342.327,341.216
2004-11-26,451.55,451.0,238.865,238.221,341.566,340.121
2004-11-29,450.4,451.25,238.597,238.693,339.668,340.232
2004-11-30,452.0,453.4,237.895,237.159,340.618,340.493
2004-12-01,451.1,452.85,235.07,235.271,339.3,340.248
2004-12-02,454.35,454.2,235.244,235.13,341.257,340.531
2004-12-03,449.15,448.65,233.519,232.052,338.317,336.118
2004-12-06,455.75,453.05,234.512,233.267,338.848,337.467
2004-12-07,453.75,451.8,233.027,232.383,337.511,336.536
2004-12-08,445.75,436.9,230.863,226.926,334.723,329.611
2004-12-09,437.35,437.1,228.095,227.938,328.7,328.671
2004-12-10,433.9,434.0,227.709,226.987,329.461,328.663
2004-12-13,436.95,435.1,227.982,226.934,328.979,327.882
2004-12-14,438.6,437.1,227.809,226.888,329.551,328.474
2004-12-15,437.8,439.0,226.452,226.137,328.014,327.563
2004-12-16,441.25,439.5,226.736,226.593,329.414,330.302
2004-12-17,439.2,438.9,226.544,226.529,330.151,330.298
2004-12-20,441.75,442.45,227.121,227.224,330.775,330.68
2004-12-21,441.85,440.95,228.346,228.543,329.936,329.436
2004-12-22,442.7,441.0,230.357,230.576,330.447,329.59
2004-12-23,442.4,441.1,230.441,229.68,328.971,327.056
2004-12-24,442.2,,229.297,,326.612,
2004-12-29,443.5,440.25,230.115,229.824,325.576,323.476
2004-12-30,435.15,435.6,226.464,226.851,319.728,320.247
2004-12-31,438.0,,226.943,,321.138,
2005-01-04,426.8,427.75,225.201,226.203,318.698,320.124
2005-01-05,425.5,426.0,227.079,226.187,321.812,321.655
2005-01-06,425.8,424.35,227.372,225.995,322.869,321.307
2005-01-07,423.15,422.2,224.685,224.467,319.6,320.455
2005-01-10,421.25,420.0,224.284,224.239,321.197,320.807
2005-01-11,422.55,421.35,224.928,224.469,320.965,320.394
2005-01-12,421.7,426.6,225.267,225.714,322.154,321.477
2005-01-13,424.65,423.6,225.016,225.104,321.048,320.763
2005-01-14,421.7,422.5,225.315,225.779,321.442,322.224
2005-01-17,422.85,422.25,226.135,227.138,322.712,322.821
2005-01-18,422.55,421.75,226.204,226.018,324.041,324.124
2005-01-19,424.1,424.95,225.645,226.423,324.161,325.732
2005-01-20,421.7,422.9,226.1,225.848,325.637,326.035
2005-01-21,423.3,423.3,227.044,226.364,325.54,325.415
2005-01-24,427.6,427.35,227.205,227.411,326.761,326.895
2005-01-25,426.2,424.5,226.811,226.945,326.14,326.237
2005-01-26,423.7,425.8,225.763,226.429,325.546,326.284
2005-01-27,426.3,424.5,226.466,225.378,326.867,325.987
2005-01-28,426.4,426.8,226.123,226.251,326.818,327.1
2005-01-31,423.8,422.15,225.186,223.762,326.377,324.058
2005-02-01,421.15,420.9,224.004,223.764,323.166,323.421
2005-02-02,421.9,421.6,223.808,223.471,322.677,322.941
2005-02-03,419.8,416.5,222.163,221.484,322.155,321.002
2005-02-04,416.5,415.9,220.978,220.625,321.101,320.861
2005-02-07,414.5,414.4,221.836,221.913,322.643,322.842
2005-02-08,411.5,411.1,221.857,221.725,322.922,322.558
2005-02-09,413.2,411.15,221.769,221.584,323.141,322.193
2005-02-10,413.5,415.5,222.312,222.478,323.224,322.844
2005-02-11,417.05,418.85,223.32,224.693,324.149,325.675
2005-02-14,422.8,424.2,224.238,224.706,325.757,327.492
2005-02-15,424.6,424.4,225.025,225.027,327.194,326.99
2005-02-16,424.15,423.1,224.572,225.269,325.918,325.462
2005-02-17,426.6,426.25,225.714,225.613,326.571,326.603
2005-02-18,426.55,427.1,225.2,225.502,326.758,326.904
2005-02-21,427.1,427.15,225.169,225.421,327.029,327.243
2005-02-22,430.75,432.85,225.559,227.254,326.647,327.718
2005-02-23,433.25,432.6,226.987,226.658,327.996,327.355
2005-02-24,434.75,433.75,228.012,227.011,327.989,327.953
2005-02-25,432.4,434.25,226.411,226.916,327.824,329.152
2005-02-28,436.55,435.45,226.909,226.514,329.124,328.741
2005-03-01,434.65,433.45,226.192,225.802,329.156,328.496
2005-03-02,429.15,431.75,224.662,225.929,327.221,329.178
2005-03-03,433.25,430.2,226.761,225.578,329.167,327.921
2005-03-04,429.65,433.45,225.242,225.638,327.427,327.949
2005-03-07,433.6,433.0,226.589,226.299,328.286,328.279
2005-03-08,434.85,437.25,226.543,226.613,328.61,328.389
2005-03-09,439.9,439.5,228.33,228.585,329.045,329.213
2005-03-10,440.2,440.9,228.379,229.158,328.36,328.414
2005-03-11,440.95,443.7,229.793,230.47,328.748,330.109
2005-03-14,442.75,441.95,230.599,230.759,330.263,330.158
2005-03-15,442.0,440.65,230.569,230.008,330.665,330.595
2005-03-16,441.2,443.0,229.481,229.796,330.314,330.68
2005-03-17,442.65,438.6,230.008,228.057,330.953,327.925
2005-03-18,436.65,437.15,227.718,228.229,327.791,329.055
2005-03-21,436.25,432.7,228.906,227.821,329.868,327.878
2005-03-22,430.65,432.15,226.825,227.411,326.819,327.386
2005-03-23,427.25,426.15,227.273,227.341,327.52,327.153
2005-03-24,424.9,425.15,227.389,227.134,327.35,327.29
2005-03-29,426.95,426.1,227.877,227.496,330.048,330.131
2005-03-30,426.5,426.45,226.645,226.594,328.963,328.899
2005-03-31,427.5,427.5,227.345,226.574,330.09,329.226
2005-04-01,427.45,427.15,226.572,225.528,329.67,328.451
2005-04-04,425.95,423.9,226.955,226.261,330.45,330.063
2005-04-05,423.7,424.6,226.034,226.116,330.551,330.582
2005-04-06,426.6,425.75,226.529,226.583,330.57,330.988
2005-04-07,426.4,428.0,227.038,227.817,330.287,331.218
2005-04-08,425.4,425.2,227.608,227.38,331.489,331.411
2005-04-11,428.1,429.0,226.556,226.96,330.248,330.916
2005-04-12,429.15,427.3,226.644,226.588,330.446,331.497
2005-04-13,428.85,427.5,226.426,226.334,331.286,332.168
2005-04-14,427.2,423.45,226.367,225.515,331.806,331.26
2005-04-15,423.65,424.6,225.023,224.739,330.023,329.607
2005-04-18,425.65,425.75,224.097,224.197,327.978,327.979
2005-04-19,426.9,427.45,223.754,223.608,328.284,328.782
2005-04-20,432.4,433.2,226.009,226.155,331.773,332.209
2005-04-21,433.4,434.0,226.603,227.285,331.092,331.754
2005-04-22,433.4,434.6,226.674,226.815,331.624,332.314
2005-04-25,433.0,432.9,226.761,226.863,333.719,333.822
2005-04-26,434.7,437.0,228.069,229.396,335.003,336.75
2005-04-27,434.1,434.35,228.402,227.587,336.043,334.759
2005-04-28,432.75,432.5,227.368,226.832,334.894,334.83
2005-04-29,433.2,435.7,226.462,227.996,334.259,336.812
2005-05-03,429.2,427.9,226.551,226.163,333.489,332.092
2005-05-04,429.2,428.8,225.871,225.447,331.429,330.864
2005-05-05,430.5,429.15,226.162,225.358,331.92,331.441
2005-05-06,429.7,425.15,226.48,224.638,331.815,330.856
2005-05-09,425.8,425.5,225.949,226.029,331.723,331.645
2005-05-10,426.9,427.4,226.99,227.123,332.166,332.142
2005-05-11,428.35,426.1,226.964,227.581,332.183,333.151
2005-05-12,426.25,424.25,228.283,227.785,333.659,333.871
2005-05-13,421.45,420.0,226.757,226.598,333.083,332.542
2005-05-16,419.9,419.25,227.959,228.225,332.462,331.816
2005-05-17,420.35,420.0,228.327,228.571,332.292,332.673
2005-05-18,419.4,419.75,228.868,228.834,332.461,332.502
2005-05-19,421.75,420.8,229.175,229.082,333.267,333.201
2005-05-20,420.7,418.0,228.977,228.853,332.964,332.935
2005-05-23,417.6,418.0,228.471,228.565,332.802,332.379
2005-05-24,418.25,418.3,228.465,228.367,332.631,332.037
2005-05-25,418.5,418.4,229.089,228.26,332.75,331.616
2005-05-26,418.75,418.0,229.101,229.23,333.294,333.679
2005-05-27,418.6,418.25,229.559,229.581,333.865,333.639
2005-05-31,416.9,414.45,229.129,227.283,336.617,335.859
2005-06-01,416.1,415.35,229.357,228.78,339.396,338.785
2005-06-02,417.2,420.4,229.559,231.753,339.656,343.24
2005-06-03,423.2,423.55,232.719,233.078,344.682,345.051
2005-06-06,424.8,425.85,233.278,234.177,346.069,346.783
2005-06-07,426.6,424.1,232.987,231.812,346.688,345.781
2005-06-08,424.9,424.55,231.427,230.922,345.026,344.462
2005-06-09,423.55,422.5,232.082,231.672,346.264,345.067
2005-06-10,422.75,422.55,231.745,232.234,345.779,347.692
2005-06-13,425.6,429.1,236.051,238.124,353.4,356.395
2005-06-14,426.95,426.85,235.78,236.09,351.834,354.291
2005-06-15,426.65,428.7,235.875,235.938,354.066,354.298
2005-06-16,431.3,433.0,237.004,237.716,356.446,358.088
2005-06-17,436.05,437.5,239.154,239.857,359.54,358.901
2005-06-20,440.5,439.35,241.04,241.07,360.327,361.605
2005-06-21,434.35,435.2,238.838,238.793,359.115,359.669
2005-06-22,437.5,437.0,240.477,239.846,360.231,360.383
2005-06-23,437.15,439.15,239.995,241.45,361.49,364.501
2005-06-24,442.95,440.55,243.513,241.795,367.289,364.694
2005-06-27,439.35,439.3,240.213,240.344,361.367,361.237
2005-06-28,437.5,437.0,240.319,240.44,361.57,361.665
2005-06-29,434.9,435.8,239.548,241.762,360.673,361.87
2005-06-30,436.8,437.1,243.316,243.809,362.159,361.748
2005-07-01,434.2,432.6,243.631,243.376,359.14,359.362
2005-07-04,427.6,427.4,242.844,242.772,358.785,359.009
2005-07-05,426.0,423.75,242.528,241.11,357.833,355.346
2005-07-06,423.85,423.5,241.648,241.311,356.027,355.464
2005-07-07,427.85,425.2,245.186,243.737,356.988,356.024
2005-07-08,423.75,424.4,243.885,243.349,355.793,354.109
2005-07-11,425.0,424.2,243.623,242.844,353.783,353.059
2005-07-12,426.95,426.25,241.419,240.615,350.562,349.528
2005-07-13,425.55,424.5,241.077,241.371,349.212,350.248
2005-07-14,422.5,424.3,239.648,240.697,349.491,349.996
2005-07-15,419.6,418.35,238.233,238.621,346.376,347.553
2005-07-18,421.6,420.9,241.107,240.624,349.122,349.15
2005-07-19,420.0,419.25,241.033,241.517,350.204,350.134
2005-07-20,420.65,422.15,242.17,243.216,347.99,350.158
2005-07-21,423.65,424.25,242.46,243.165,348.396,349.263
2005-07-22,426.35,425.0,242.727,243.777,350.156,350.487
2005-07-25,424.85,425.4,244.363,244.483,351.814,352.561
2005-07-26,424.5,423.25,244.415,243.725,353.691,352.792
2005-07-27,422.75,424.0,243.449,243.343,352.585,352.482
2005-07-28,425.3,426.4,243.823,243.769,352.536,353.478
2005-07-29,427.15,429.0,243.612,244.125,353.396,353.844
2005-08-01,431.35,431.65,244.28,243.87,353.276,353.175
2005-08-02,431.85,431.0,243.845,243.365,353.541,353.134
2005-08-03,433.6,434.6,243.186,244.157,352.034,352.989
2005-08-04,435.6,438.6,245.27,246.82,353.686,355.372
2005-08-05,437.5,438.25,246.091,246.846,353.592,354.83
2005-08-08,436.85,436.2,244.46,244.028,352.725,352.542
2005-08-09,434.7,433.3,243.502,242.936,351.244,351.22
2005-08-10,436.3,436.55,243.349,242.906,351.741,352.056
2005-08-11,437.8,440.75,242.844,243.778,352.865,354.301
2005-08-12,447.25,447.25,246.324,246.5,358.603,359.641
2005-08-15,442.6,443.5,244.328,245.244,357.166,358.761
2005-08-16,440.85,443.0,243.671,245.063,357.746,359.607
2005-08-17,444.25,442.0,245.904,244.32,361.473,359.583
2005-08-18,439.0,439.65,243.025,245.067,358.572,361.317
2005-08-19,439.25,439.65,244.558,244.999,360.721,361.257
2005-08-22,437.5,439.65,243.597,243.844,359.343,359.691
2005-08-23,439.85,439.35,244.633,244.11,359.501,359.387
2005-08-24,438.25,440.0,244.355,244.241,359.369,358.511
2005-08-25,439.0,438.85,243.348,243.467,356.766,357.079
2005-08-26,438.5,436.75,242.735,241.699,356.07,354.505
2005-08-30,436.15,430.65,243.932,241.261,357.061,353.455
2005-08-31,433.0,433.25,242.577,241.836,354.569,353.673
2005-09-01,435.5,439.6,240.861,241.937,352.118,354.088
2005-09-02,446.3,443.6,242.99,241.231,355.193,353.213
2005-09-05,445.6,446.05,241.126,241.565,355.06,355.56
2005-09-06,443.5,444.15,240.915,240.862,355.968,355.604
2005-09-07,444.5,445.05,241.445,242.046,356.17,357.901
2005-09-08,444.8,448.55,242.134,243.446,358.19,360.861
2019-01-02	1287.2	1282.9	1014.44	1017.34	1125.27	1129.21
2019-01-03	1287.95	1290.45	1024.05	1024.49	1132.62	1132.24
2019-01-04	1290.35	1279.9	1016.8	1013.42	1131.51	1127.34
2019-01-07	1291.5	1292.2	1013.83	1011.28	1129.03	1126.93
2019-01-08	1283.9	1286.45	1006.71	1010.38	1121.62	1124.36
2019-01-09	1281.3	1288.6	1006.46	1007.94	1118.32	1118.12
2019-01-10	1292.4	1291.9	1012.98	1012.46	1121.54	1120.85
2019-01-11	1292.8	1288.95	1012.91	1007.57	1121.89	1123.96
2019-01-14	1293.7	1292.75	1007.02	1006.15	1129.27	1127.41
2019-01-15	1289.35	1294.4	1002.99	1008.6	1127.67	1130.53
2019-01-16	1290.5	1292.3	1002.46	1002.95	1130.99	1133.86
2019-01-17	1294.0	1290.7	1004.92	999.39	1135.87	1133.49
2019-01-18	1285.05	1284.2	993.34	994.74	1126.86	1128.94
2019-01-21	1278.7	1279.55	995.08	994.08	1124.11	1125.75
2019-01-22	1284.75	1282.1	994.14	991.96	1130.58	1129.02
2019-01-23	1284.9	1279.8	990.14	979.94	1131.74	1125.84
2019-01-24	1279.75	1283.7	981.7	983.57	1128.36	1128.12
2019-01-25	1282.95	1293.9	981.33	985.56	1132.08	1137.08
2019-01-28	1301.0	1302.15	987.98	988.59	1139.81	1139.51
2019-01-29	1308.35	1307.55	994.48	992.56	1143.24	1144.37
2019-01-30	1312.95	1310.7	1002.04	1002.55	1148.44	1148.3
2019-01-31	1322.5	1323.25	1006.95	1009.38	1152.16	1152.68
2019-02-01	1320.75	1318.7	1010.9	1008.54	1151.56	1150.83
2019-02-04	1311.0	1312.15	1004.36	1004.45	1145.55	1147.87
2019-02-05	1314.0	1314.2	1009.15	1013.91	1150.67	1151.37
2019-02-06	1313.35	1312.4	1013.51	1012.12	1152.86	1152.94
2019-02-07	1306.6	1310.0	1012.88	1009.49	1152.55	1154.11
2019-02-08	1311.1	1314.85	1012.04	1016.25	1156.65	1159.7
2019-02-11	1306.75	1306.4	1012.86	1014.81	1156.21	1157.08
2019-02-12	1311.6	1310.0	1021.21	1016.56	1163.0	1160.01
2019-02-13	1311.15	1312.8	1017.45	1017.16	1158.79	1161.7
2019-02-14	1305.65	1311.45	1017.49	1025.82	1158.5	1161.29
2019-02-15	1318.0	1316.55	1027.64	1027.17	1168.28	1168.17
2019-02-18	1323.95	1325.5	1025.13	1025.14	1169.58	1170.81
2019-02-19	1329.55	1334.15	1028.81	1027.03	1175.72	1178.59
2019-02-20	1345.75	1343.75	1032.86	1031.46	1186.82	1185.05
2019-02-21	1335.05	1331.25	1021.85	1019.87	1177.78	1173.63
2019-02-22	1322.25	1329.05	1016.15	1020.71	1166.49	1172.49
2019-02-25	1329.15	1331.05	1016.8	1018.79	1170.32	1172.39
2019-02-26	1327.55	1325.05	1005.49	1005.98	1168.11	1167.24
2019-02-27	1326.45	1322.85	998.02	992.8	1164.09	1162.39
2019-02-28	1325.45	1319.15	996.21	991.87	1162.82	1158.74
2019-03-01	1309.95	1311.95	989.27	988.03	1152.23	1150.45
2019-03-04	1287.45	1285.4	972.93	974.33	1135.14	1135.01
2019-03-05	1285.0	1283.8	975.19	977.61	1134.78	1134.49
2019-03-06	1285.55	1285.85	978.82	977.25	1137.45	1136.82
2019-03-07	1286.4	1285.3	978.18	981.2	1137.05	1144.17
2019-03-08	1294.1	1296.75	989.34	992.79	1153.95	1154.37
2019-03-11	1296.35	1292.75	998.32	988.57	1153.49	1150.03
2019-03-12	1296.95	1297.05	986.85	987.96	1150.78	1150.74
2019-03-13	1308.4	1306.95	994.25	991.58	1158.2	1156.13
2019-03-14	1299.2	1295.55	982.84	977.49	1148.88	1146.43
2019-03-15	1302.65	1303.5	981.55	982.06	1150.5	1150.08
2019-03-18	1305.35	1305.6	986.19	986.25	1150.01	1150.89
2019-03-19	1308.35	1307.7	985.06	986.01	1152.53	1152.08
2019-03-20	1303.0	1303.7	985.07	987.94	1147.81	1147.78
2019-03-21	1317.3	1309.6	1002.99	998.7	1155.8	1151.79
2019-03-22	1311.1	1311.3	998.8	995.28	1159.41	1162.99
2019-03-25	1319.35	1319.55	1001.39	999.43	1166.04	1165.82
2019-03-27	1318.25	1309.7	997.78	992.49	1168.23	1164.45
2019-03-28	1306.9	1295.15	995.2	989.11	1161.18	1152.68
2019-03-29	1291.15	1295.4	991.09	996.68	1151.19	1153.81
2019-04-01	1291.9	1293.5	987.27	986.68	1149.15	1152.25
2019-04-02	1287.2	1290.3	984.97	988.37	1148.95	1151.59
2019-04-03	1291.85	1290.45	980.38	981.26	1148.84	1147.98
2019-04-04	1291.6	1283.15	981.87	978.66	1149.78	1144.18
2019-04-05	1288.9	1288.45	985.11	989.53	1147.51	1148.01
2019-04-08	1297.1	1300.0	993.58	996.45	1154.29	1153.49
2019-04-09	1301.85	1303.0	995.13	997.71	1155.0	1155.24
2019-04-10	1304.8	1305.45	998.04	999.06	1157.23	1161.07
2019-04-11	1304.65	1298.8	997.01	993.19	1156.44	1152.43
2019-04-12	1296.15	1294.3	991.68	986.9	1146.06	1143.64
2019-04-15	1286.75	1285.65	982.43	981.21	1137.23	1137.41
2019-04-16	1283.75	1276.35	981.3	977.17	1137.4	1129.83
2019-04-17	1276.1	1275.85	978.77	978.19	1127.82	1128.74
2019-04-18	1276.5	1275.7	981.12	980.12	1134.17	1134.22
2019-04-23	1273.45	1269.5	979.67	979.67	1131.46	1132.52
2019-04-24	1273.8	1271.65	984.9	982.48	1135.34	1136.35
2019-04-25	1277.85	1280.8	991.87	992.36	1146.87	1149.65
2019-04-26	1281.5	1284.2	992.78	993.97	1150.02	1151.16
2019-04-29	1282.15	1279.5	991.1	991.1	1148.55	1147.2
2019-04-30	1285.15	1282.3	989.44	983.78	1145.97	1142.79
2019-05-01	1281.8	1283.8	980.45	981.47	1140.8	1141.94
2019-05-02	1271.45	1270.95	973.55	975.58	1134.39	1136.1
2019-05-03	1270.05	1278.55	976.8	980.01	1138.47	1144.3
2019-05-07	1281.3	1281.2	978.79	981.01	1144.2	1145.26
2019-05-08	1287.75	1285.2	987.83	988.19	1149.7	1147.68
2019-05-09	1284.1	1286.1	987.47	989.65	1147.21	1144.5
2019-05-10	1285.4	1287.1	987.83	987.46	1144.01	1144.36
2019-05-13	1282.95	1295.6	985.95	994.89	1142.47	1151.27
2019-05-14	1297.6	1298.4	1002.14	1005.48	1154.34	1158.04
2019-05-15	1298.9	1299.1	1005.87	1011.87	1158.75	1161.53
2019-05-16	1295.55	1291.7	1009.62	1009.46	1155.76	1154.78
2019-05-17	1285.8	1280.8	1007.55	1005.17	1152.08	1146.7
2019-05-20	1275.25	1276.85	1000.05	1003.22	1142.62	1143.42
2019-05-21	1276.0	1271.15	1004.85	998.62	1144.19	1139.84
2019-05-22	1274.0	1273.8	1005.44	1008.09	1141.12	1141.2
2019-05-23	1275.95	1283.65	1009.79	1015.37	1146.19	1152.46
2019-05-24	1281.5	1282.5	1011.36	1011.89	1145.92	1145.4
2019-05-28	1283.9	1278.3	1012.87	1008.2	1146.91	1142.29
2019-05-29	1283.5	1281.65	1016.02	1013.27	1151.04	1150.67
2019-05-30	1276.45	1280.95	1010.44	1015.92	1146.25	1151.7
2019-05-31	1296.0	1295.55	1029.28	1028.8	1162.12	1161.07
2019-06-03	1313.95	1317.1	1039.47	1042.35	1175.99	1175.38
2019-06-04	1323.6	1324.25	1045.51	1043.77	1177.47	1177.26
2019-06-05	1337.75	1335.05	1052.01	1049.22	1185.38	1184.99
2019-06-06	1336.65	1335.5	1053.15	1051.17	1189.62	1185.92
2019-06-07	1334.3	1340.65	1049.16	1052.14	1184.19	1184.6
2019-06-10	1328.6	1328.6	1046.94	1048.66	1175.41	1175.94
2019-06-11	1322.65	1324.3	1040.53	1041.3	1168.96	1170.42
2019-06-12	1336.65	1332.35	1049.27	1045.76	1179.99	1177.26
2019-06-13	1335.8	1335.9	1054.21	1052.69	1182.85	1184.81
2019-06-14	1352.45	1351.25	1069.79	1070.33	1200.03	1201.8
2019-06-17	1333.2	1341.3	1059.49	1065.13	1188.81	1193.09
2019-06-18	1344.55	1341.35	1073.22	1070.67	1201.89	1198.09
2019-06-19	1342.4	1344.05	1066.67	1066.64	1198.36	1199.43
2019-06-20	1381.65	1379.5	1086.25	1087.74	1222.9	1221.27
2019-06-21	1388.35	1397.15	1095.96	1101.93	1228.55	1233.12
2019-06-24	1405.45	1405.7	1102.58	1105.3	1233.56	1235.05
2019-06-25	1429.55	1431.4	1120.62	1124.36	1255.72	1256.2
2019-06-26	1406.75	1403.95	1109.22	1106.73	1238.5	1236.32
2019-06-27	1402.25	1402.5	1103.71	1105.87	1233.14	1234.76
2019-06-28	1413.2	1409.0	1114.87	1108.18	1241.07	1237.81
2019-07-01	1390.05	1390.1	1099.81	1099.99	1227.41	1227.74
2019-07-02	1393.1	1391.05	1105.01	1101.02	1233.59	1231.77
2019-07-03	1425.1	1413.5	1133.52	1123.31	1262.78	1251.65
2019-07-04	1415.25	1414.9	1125.41	1125.55	1254.19	1254.59
2019-07-05	1414.4	1388.65	1126.43	1110.92	1255.99	1237.7
2019-07-08	1404.9	1400.1	1121.11	1119.38	1251.2	1248.19
2019-07-09	1387.9	1391.55	1113.51	1115.61	1239.39	1241.54
2019-07-10	1395.45	1408.3	1117.34	1126.78	1243.35	1252.68
2019-07-11	1423.1	1413.75	1135.06	1126.62	1262.72	1255.83
2019-07-12	1405.6	1407.6	1122.23	1122.14	1248.74	1251.5
2019-07-15	1416.25	1412.4	1127.76	1127.24	1255.93	1253.79
2019-07-16	1416.1	1409.85	1136.85	1134.79	1260.05	1256.88
2019-07-17	1400.8	1410.35	1129.61	1135.61	1249.09	1256.9
2019-07-18	1420.9	1417.45	1139.7	1135.94	1264.74	1263.51
2019-07-19	1437.05	1439.7	1148.06	1148.88	1278.11	1281.48
2019-07-22	1424.45	1427.75	1142.69	1143.63	1270.04	1272.13
2019-07-23	1417.55	1425.55	1140.42	1145.29	1268.14	1277.01
2019-07-24	1425.55	1426.95	1142.29	1142.7	1279.86	1279.69
2019-07-25	1426.35	1416.1	1143.08	1132.88	1281.86	1265.85
